temperature,pH,salinity,turbidity,water_type,species
27.54,7.46,3.28,22.65,Freshwater,Catfish
29.88,8.3,26.77,40.28,High Salinity,Milkfish
31.46,6.94,1.36,23.1,Freshwater,Catfish
28.25,7.96,2.38,21.2,Freshwater,Tilapia
26.22,7.38,23.72,32.49,High Salinity,Milkfish
29.66,6.84,20.84,47.51,High Salinity,Milkfish
28.74,8.05,22.53,42.18,High Salinity,Milkfish
30.89,8.06,14.7,43.96,Brackish,Whiteleg Shrimp
30.48,7.9,0.88,19.8,Freshwater,Tilapia
28.39,7.4,19.26,39.49,High Salinity,Milkfish
30.57,8.71,23.98,25.49,High Salinity,Whiteleg Shrimp
30.29,8.33,18.19,23.68,High Salinity,Whiteleg Shrimp
28.07,7.45,24.6,32.56,High Salinity,Milkfish
31.3,7.89,18.81,26.85,High Salinity,Milkfish
31.13,7.77,0.68,33.09,Freshwater,Catfish
27.48,7.16,5.13,20.84,Brackish,Tilapia
24.16,8.07,2.69,14.03,Freshwater,Tilapia
28.79,7.88,20.81,33.0,High Salinity,Tiger Shrimp
27.43,8.21,21.14,24.1,High Salinity,Whiteleg Shrimp
30.68,8.28,23.13,45.85,High Salinity,Tiger Shrimp
28.07,7.55,18.38,52.88,High Salinity,Tiger Shrimp
29.46,8.44,3.27,8.61,Freshwater,Tilapia
26.59,7.61,1.77,25.04,Freshwater,Catfish
30.03,7.81,13.88,40.16,Brackish,Whiteleg Shrimp
29.19,7.73,28.91,41.0,High Salinity,Tiger Shrimp
28.47,8.58,28.09,37.22,High Salinity,Tiger Shrimp
29.91,8.23,13.59,46.37,Brackish,Whiteleg Shrimp
29.94,8.01,2.3,14.84,Freshwater,Tilapia
28.0,6.92,0.18,23.65,Freshwater,Tilapia
28.11,7.59,30.93,43.35,High Salinity,Tiger Shrimp
31.16,7.61,6.58,19.67,Brackish,Catfish
26.8,6.72,1.05,13.28,Freshwater,Tilapia
27.56,6.94,25.69,35.98,High Salinity,Milkfish
24.86,6.89,6.98,25.63,Brackish,Catfish
26.07,8.12,34.8,29.51,High Salinity,Milkfish
27.35,8.4,20.96,44.28,High Salinity,Milkfish
31.38,8.24,24.46,33.44,High Salinity,Whiteleg Shrimp
29.92,7.93,31.24,23.62,High Salinity,Milkfish
28.64,8.27,21.33,36.57,High Salinity,Milkfish
28.76,7.31,5.75,32.39,Brackish,Catfish
30.55,8.46,18.59,37.48,High Salinity,Whiteleg Shrimp
31.53,7.67,3.66,37.77,Freshwater,Catfish
29.11,7.81,17.43,27.62,High Salinity,Whiteleg Shrimp
27.9,8.3,2.89,20.61,Freshwater,Tilapia
28.1,7.68,24.15,46.86,High Salinity,Tiger Shrimp
29.47,8.01,18.27,36.04,High Salinity,Tiger Shrimp
28.13,7.96,15.42,39.65,High Salinity,Whiteleg Shrimp
28.54,8.39,32.96,23.84,High Salinity,Milkfish
25.81,7.35,2.77,13.68,Freshwater,Catfish
30.96,7.75,2.69,31.89,Freshwater,Catfish
26.59,8.15,30.35,43.35,High Salinity,Milkfish
29.62,7.3,4.73,29.89,Freshwater,Tilapia
26.83,7.96,33.81,21.48,High Salinity,Milkfish
31.73,6.67,7.55,29.71,Brackish,Catfish
28.46,7.47,0.0,30.47,Freshwater,Catfish
29.25,7.91,17.12,50.29,High Salinity,Whiteleg Shrimp
30.18,8.13,17.96,19.27,High Salinity,Whiteleg Shrimp
29.36,8.43,21.15,25.64,High Salinity,Whiteleg Shrimp
28.99,8.08,28.75,42.98,High Salinity,Milkfish
27.31,7.11,7.94,30.19,Brackish,Catfish
28.64,8.06,20.11,33.81,High Salinity,Milkfish
30.54,6.85,6.63,39.02,Brackish,Catfish
32.18,8.33,23.68,43.68,High Salinity,Whiteleg Shrimp
29.99,8.02,23.78,34.74,High Salinity,Whiteleg Shrimp
25.42,7.23,0.92,18.59,Freshwater,Tilapia
27.87,7.22,4.52,18.62,Freshwater,Catfish
30.76,7.88,17.5,36.91,High Salinity,Milkfish
29.06,7.86,15.89,18.54,High Salinity,Whiteleg Shrimp
27.99,7.9,19.45,24.38,High Salinity,Tiger Shrimp
24.79,8.35,3.1,25.05,Freshwater,Tilapia
30.51,7.64,26.05,40.27,High Salinity,Whiteleg Shrimp
29.57,7.55,18.97,25.72,High Salinity,Tiger Shrimp
29.66,8.09,18.13,51.92,High Salinity,Tiger Shrimp
27.58,7.67,32.12,42.04,High Salinity,Milkfish
24.55,7.25,7.25,29.8,Brackish,Catfish
28.92,8.53,14.03,45.85,Brackish,Whiteleg Shrimp
28.7,8.15,12.62,39.12,Brackish,Milkfish
29.64,7.42,2.93,24.28,Freshwater,Catfish
30.22,7.78,0.0,41.93,Freshwater,Catfish
29.68,7.87,3.65,40.44,Freshwater,Catfish
25.48,6.35,5.61,28.44,Brackish,Catfish
27.52,8.05,15.87,53.96,High Salinity,Tiger Shrimp
29.19,7.94,31.88,30.49,High Salinity,Milkfish
29.45,6.49,2.24,25.78,Freshwater,Tilapia
30.16,8.39,16.91,36.15,High Salinity,Whiteleg Shrimp
28.98,7.56,1.32,24.92,Freshwater,Tilapia
30.15,8.24,20.56,35.5,High Salinity,Whiteleg Shrimp
30.72,8.2,17.38,38.68,High Salinity,Whiteleg Shrimp
30.37,8.16,15.03,36.56,High Salinity,Milkfish
30.61,8.17,21.33,35.37,High Salinity,Milkfish
25.07,7.51,0.62,37.06,Freshwater,Catfish
27.93,7.58,2.12,26.17,Freshwater,Tilapia
27.57,7.4,0.0,21.53,Freshwater,Tilapia
31.04,8.03,30.58,20.79,High Salinity,Milkfish
26.61,7.34,3.96,30.16,Freshwater,Catfish
29.87,7.9,1.08,22.2,Freshwater,Catfish
31.86,7.94,18.87,33.66,High Salinity,Whiteleg Shrimp
28.77,8.45,18.74,44.38,High Salinity,Whiteleg Shrimp
29.67,8.16,21.34,43.76,High Salinity,Tiger Shrimp
28.1,7.39,7.51,25.13,Brackish,Catfish
31.15,6.82,9.62,35.01,Brackish,Catfish
28.72,7.6,14.76,42.62,Brackish,Whiteleg Shrimp
30.57,8.08,22.25,24.28,High Salinity,Whiteleg Shrimp
31.96,8.28,14.35,35.05,Brackish,Whiteleg Shrimp
28.08,7.82,21.55,37.5,High Salinity,Tiger Shrimp
29.0,8.31,4.22,24.23,Freshwater,Tilapia
31.45,8.53,16.02,42.81,High Salinity,Tiger Shrimp
28.97,8.03,20.68,28.38,High Salinity,Tiger Shrimp
30.73,7.37,20.53,29.46,High Salinity,Whiteleg Shrimp
27.9,8.09,4.09,13.52,Freshwater,Catfish
29.57,7.52,29.62,46.06,High Salinity,Tiger Shrimp
27.82,8.35,17.77,15.88,High Salinity,Whiteleg Shrimp
28.84,7.26,15.51,31.25,High Salinity,Whiteleg Shrimp
29.65,7.33,10.81,27.08,Brackish,Milkfish
28.66,6.85,5.12,21.76,Brackish,Catfish
30.48,8.12,15.46,33.81,High Salinity,Whiteleg Shrimp
29.24,7.92,22.21,35.54,High Salinity,Whiteleg Shrimp
29.86,7.27,24.08,28.27,High Salinity,Milkfish
29.91,7.62,18.88,25.44,High Salinity,Whiteleg Shrimp
31.64,7.54,22.51,39.63,High Salinity,Tiger Shrimp
26.92,7.86,4.1,24.22,Freshwater,Catfish
30.74,6.67,2.54,32.37,Freshwater,Catfish
25.91,7.7,4.15,15.56,Freshwater,Catfish
27.15,8.21,18.57,45.02,High Salinity,Tiger Shrimp
30.9,7.81,14.23,31.78,Brackish,Tiger Shrimp
29.39,8.26,23.97,51.63,High Salinity,Tiger Shrimp
30.87,6.57,0.0,15.57,Freshwater,Catfish
29.36,8.2,22.16,42.54,High Salinity,Whiteleg Shrimp
27.75,6.48,5.81,13.31,Brackish,Tilapia
28.96,7.68,16.86,25.52,High Salinity,Whiteleg Shrimp
30.74,8.28,25.39,49.54,High Salinity,Tiger Shrimp
32.28,7.86,14.74,37.63,Brackish,Milkfish
25.86,7.88,7.06,33.28,Brackish,Catfish
29.36,8.49,14.42,42.86,Brackish,Whiteleg Shrimp
26.88,7.77,15.01,46.99,High Salinity,Tiger Shrimp
32.08,8.21,20.12,19.77,High Salinity,Whiteleg Shrimp
28.53,7.66,22.58,18.36,High Salinity,Whiteleg Shrimp
27.79,8.05,24.57,44.49,High Salinity,Tiger Shrimp
29.26,7.68,14.02,30.35,Brackish,Whiteleg Shrimp
31.86,8.32,21.5,20.33,High Salinity,Whiteleg Shrimp
30.31,7.47,22.51,50.22,High Salinity,Whiteleg Shrimp
26.85,8.03,24.1,25.59,High Salinity,Milkfish
30.53,8.03,24.95,41.33,High Salinity,Whiteleg Shrimp
27.51,7.56,29.37,33.31,High Salinity,Tiger Shrimp
29.93,7.66,26.84,36.12,High Salinity,Tiger Shrimp
23.64,7.91,0.0,23.03,Freshwater,Tilapia
30.71,7.73,13.79,27.35,Brackish,Tiger Shrimp
30.9,8.32,22.12,26.06,High Salinity,Whiteleg Shrimp
27.38,8.34,23.75,45.32,High Salinity,Tiger Shrimp
25.59,7.22,2.75,42.21,Freshwater,Catfish
28.89,7.86,22.4,48.98,High Salinity,Tiger Shrimp
31.88,8.0,16.45,39.24,High Salinity,Tiger Shrimp
28.51,8.2,21.54,35.95,High Salinity,Whiteleg Shrimp
30.21,8.52,17.56,39.5,High Salinity,Tiger Shrimp
25.99,6.39,3.6,18.66,Freshwater,Tilapia
27.42,7.15,5.14,12.41,Brackish,Tilapia
29.66,7.66,20.97,29.67,High Salinity,Tiger Shrimp
30.54,7.42,16.7,49.98,High Salinity,Whiteleg Shrimp
26.36,6.9,13.85,31.56,Brackish,Milkfish
26.88,6.73,3.87,23.63,Freshwater,Tilapia
28.9,6.78,3.27,24.53,Freshwater,Catfish
31.48,7.81,22.88,42.53,High Salinity,Whiteleg Shrimp
26.62,6.54,1.4,39.91,Freshwater,Catfish
27.34,7.19,2.83,23.03,Freshwater,Tilapia
26.12,7.98,2.58,26.1,Freshwater,Tilapia
29.34,8.65,23.06,40.07,High Salinity,Whiteleg Shrimp
31.85,7.3,2.95,40.96,Freshwater,Catfish
31.2,8.24,22.54,45.38,High Salinity,Whiteleg Shrimp
29.97,6.94,6.99,25.85,Brackish,Catfish
30.59,7.66,16.98,26.71,High Salinity,Tiger Shrimp
28.58,7.89,3.31,11.04,Freshwater,Tilapia
28.69,7.56,7.48,17.65,Brackish,Catfish
30.51,7.48,29.24,49.03,High Salinity,Tiger Shrimp
27.59,8.37,17.37,33.73,High Salinity,Tiger Shrimp
32.71,7.49,15.03,33.76,High Salinity,Whiteleg Shrimp
29.73,8.01,22.28,49.88,High Salinity,Tiger Shrimp
27.76,7.04,4.15,23.25,Freshwater,Tilapia
25.58,7.77,3.46,15.5,Freshwater,Tilapia
28.72,7.49,3.19,33.94,Freshwater,Catfish
29.03,8.27,16.48,40.89,High Salinity,Whiteleg Shrimp
30.51,7.92,24.89,35.3,High Salinity,Milkfish
27.6,7.89,26.79,38.3,High Salinity,Milkfish
28.27,7.85,16.92,30.4,High Salinity,Whiteleg Shrimp
29.48,7.82,14.99,24.6,Brackish,Whiteleg Shrimp
27.85,7.26,2.51,23.18,Freshwater,Tilapia
24.47,7.76,2.36,24.41,Freshwater,Tilapia
27.89,7.91,23.32,34.35,High Salinity,Tiger Shrimp
29.41,7.2,1.49,29.81,Freshwater,Catfish
26.43,6.8,1.96,28.0,Freshwater,Catfish
29.26,7.95,19.23,39.51,High Salinity,Tiger Shrimp
30.9,8.21,13.91,26.69,Brackish,Whiteleg Shrimp
29.08,8.03,3.9,34.29,Freshwater,Catfish
28.44,6.94,0.92,24.74,Freshwater,Catfish
28.92,7.58,13.49,46.11,Brackish,Tiger Shrimp
29.05,8.2,35.0,25.82,High Salinity,Milkfish
29.27,8.2,16.7,26.77,High Salinity,Tiger Shrimp
26.51,6.6,0.6,32.7,Freshwater,Catfish
28.53,6.99,5.01,19.54,Brackish,Catfish
27.27,8.58,23.66,43.78,High Salinity,Tiger Shrimp
28.59,7.65,17.02,49.19,High Salinity,Tiger Shrimp
30.8,6.79,7.12,29.76,Brackish,Catfish
30.7,7.46,31.94,24.46,High Salinity,Milkfish
27.99,7.89,15.8,20.73,High Salinity,Whiteleg Shrimp
30.42,7.28,22.24,27.4,High Salinity,Milkfish
25.04,8.37,0.0,8.85,Freshwater,Tilapia
29.61,7.71,29.89,30.91,High Salinity,Milkfish
25.59,8.43,0.0,22.28,Freshwater,Tilapia
30.59,8.11,23.43,39.11,High Salinity,Whiteleg Shrimp
28.65,7.34,4.9,34.12,Freshwater,Catfish
27.91,8.05,2.95,16.67,Freshwater,Catfish
26.73,7.39,2.5,23.67,Freshwater,Tilapia
31.2,8.08,24.99,50.62,High Salinity,Whiteleg Shrimp
29.76,7.28,21.6,35.44,High Salinity,Tiger Shrimp
26.26,8.06,1.55,23.21,Freshwater,Tilapia
28.54,8.43,30.08,45.19,High Salinity,Milkfish
27.36,8.24,22.17,48.24,High Salinity,Whiteleg Shrimp
28.66,7.8,25.67,39.54,High Salinity,Tiger Shrimp
28.9,8.57,23.22,26.92,High Salinity,Tiger Shrimp
29.75,7.78,2.14,26.0,Freshwater,Tilapia
28.81,8.15,25.3,48.09,High Salinity,Tiger Shrimp
29.81,8.07,18.46,37.26,High Salinity,Whiteleg Shrimp
28.33,6.62,1.28,25.63,Freshwater,Tilapia
29.79,7.92,18.93,33.2,High Salinity,Tiger Shrimp
31.8,8.21,20.06,43.93,High Salinity,Tiger Shrimp
25.26,7.0,0.0,13.08,Freshwater,Tilapia
27.72,8.18,0.5,12.46,Freshwater,Tilapia
32.75,7.86,16.97,33.31,High Salinity,Milkfish
25.38,7.12,0.89,28.8,Freshwater,Tilapia
29.15,8.77,18.62,30.14,High Salinity,Whiteleg Shrimp
29.0,7.66,14.46,27.39,Brackish,Tiger Shrimp
27.94,7.57,3.14,10.02,Freshwater,Tilapia
30.15,7.55,16.74,50.6,High Salinity,Tiger Shrimp
26.17,7.84,3.1,32.79,Freshwater,Catfish
29.24,7.35,34.48,45.1,High Salinity,Milkfish
27.47,7.2,15.98,40.82,High Salinity,Milkfish
31.02,8.1,21.11,29.86,High Salinity,Tiger Shrimp
30.42,7.49,31.79,34.29,High Salinity,Milkfish
30.72,7.99,9.08,23.65,Brackish,Catfish
26.35,6.69,4.29,33.16,Freshwater,Catfish
27.39,7.12,3.25,19.86,Freshwater,Tilapia
27.19,8.36,16.59,32.5,High Salinity,Tiger Shrimp
27.14,7.7,25.17,20.02,High Salinity,Milkfish
28.34,7.36,16.5,46.81,High Salinity,Whiteleg Shrimp
26.45,7.43,30.04,56.93,High Salinity,Tiger Shrimp
29.9,8.05,16.18,28.02,High Salinity,Tiger Shrimp
25.02,7.82,1.75,29.5,Freshwater,Tilapia
27.57,7.02,1.47,22.92,Freshwater,Tilapia
28.42,8.2,24.4,47.43,High Salinity,Tiger Shrimp
27.99,7.19,22.69,35.87,High Salinity,Milkfish
26.68,7.77,4.0,35.57,Freshwater,Catfish
30.53,8.25,21.07,42.49,High Salinity,Whiteleg Shrimp
28.72,7.92,13.42,20.37,Brackish,Whiteleg Shrimp
29.6,7.98,12.16,24.48,Brackish,Milkfish
27.75,7.71,25.06,20.93,High Salinity,Whiteleg Shrimp
32.33,8.07,22.27,40.79,High Salinity,Whiteleg Shrimp
26.88,7.93,11.32,30.53,Brackish,Milkfish
30.3,8.27,23.36,28.1,High Salinity,Whiteleg Shrimp
28.77,7.59,1.74,11.35,Freshwater,Tilapia
29.95,7.37,2.62,8.6,Freshwater,Tilapia
28.37,8.08,17.36,44.7,High Salinity,Whiteleg Shrimp
25.97,7.9,20.81,31.18,High Salinity,Milkfish
28.96,6.87,3.69,30.32,Freshwater,Catfish
27.74,7.71,15.08,34.04,High Salinity,Tiger Shrimp
26.28,7.33,30.02,17.38,High Salinity,Milkfish
29.69,7.52,20.18,51.72,High Salinity,Tiger Shrimp
28.71,7.43,22.17,26.73,High Salinity,Milkfish
29.29,8.14,30.97,30.05,High Salinity,Milkfish
25.78,7.96,7.32,30.44,Brackish,Catfish
28.59,8.42,25.47,40.76,High Salinity,Tiger Shrimp
24.13,6.52,4.45,28.89,Freshwater,Tilapia
29.76,8.24,17.85,31.29,High Salinity,Tiger Shrimp
28.48,8.42,17.04,47.12,High Salinity,Tiger Shrimp
24.62,8.3,0.0,11.19,Freshwater,Tilapia
29.6,7.78,24.27,41.18,High Salinity,Whiteleg Shrimp
31.52,8.52,16.29,32.44,High Salinity,Whiteleg Shrimp
25.14,8.54,0.0,19.53,Freshwater,Tilapia
32.36,8.25,15.75,30.11,High Salinity,Whiteleg Shrimp
27.55,7.18,21.93,29.36,High Salinity,Milkfish
29.53,7.56,3.18,24.0,Freshwater,Catfish
25.78,6.82,2.84,14.22,Freshwater,Tilapia
28.09,8.68,26.56,27.84,High Salinity,Tiger Shrimp
28.62,7.78,15.83,40.78,High Salinity,Milkfish
32.06,7.98,16.73,28.54,High Salinity,Whiteleg Shrimp
30.28,7.51,19.68,45.93,High Salinity,Whiteleg Shrimp
28.21,8.29,24.1,24.75,High Salinity,Whiteleg Shrimp
27.18,8.59,1.95,25.62,Freshwater,Tilapia
26.68,7.01,24.87,31.74,High Salinity,Milkfish
24.9,7.83,1.37,25.51,Freshwater,Tilapia
28.58,8.14,2.39,12.85,Freshwater,Tilapia
29.03,8.07,22.81,38.38,High Salinity,Whiteleg Shrimp
26.97,8.76,21.99,17.22,High Salinity,Milkfish
30.42,7.7,16.3,30.64,High Salinity,Whiteleg Shrimp
30.23,8.25,17.66,25.05,High Salinity,Whiteleg Shrimp
29.99,7.51,27.38,27.18,High Salinity,Tiger Shrimp
29.37,6.5,3.11,18.74,Freshwater,Tilapia
30.56,7.98,16.97,20.7,High Salinity,Whiteleg Shrimp
25.92,7.95,10.15,39.66,Brackish,Milkfish
30.61,8.05,15.23,26.52,High Salinity,Whiteleg Shrimp
31.8,6.59,4.91,27.06,Freshwater,Catfish
27.81,7.52,10.79,41.22,Brackish,Milkfish
26.47,7.8,4.74,37.6,Freshwater,Catfish
27.03,7.87,24.04,36.49,High Salinity,Tiger Shrimp
27.16,7.95,19.47,30.74,High Salinity,Milkfish
29.65,6.7,3.24,25.61,Freshwater,Tilapia
29.06,7.39,32.11,33.85,High Salinity,Milkfish
28.9,8.12,13.59,26.49,Brackish,Whiteleg Shrimp
31.07,8.36,28.58,33.81,High Salinity,Milkfish
27.47,6.74,0.84,12.22,Freshwater,Tilapia
29.52,6.28,0.33,34.51,Freshwater,Catfish
31.75,7.32,0.0,20.21,Freshwater,Catfish
26.75,6.96,0.0,18.23,Freshwater,Tilapia
27.79,8.05,17.46,35.07,High Salinity,Tiger Shrimp
27.15,7.45,25.39,25.49,High Salinity,Tiger Shrimp
28.25,7.37,15.58,41.68,High Salinity,Milkfish
28.73,7.52,0.46,16.04,Freshwater,Tilapia
28.21,7.44,17.99,39.54,High Salinity,Whiteleg Shrimp
27.47,7.96,25.86,38.98,High Salinity,Milkfish
31.13,8.03,19.23,30.49,High Salinity,Milkfish
28.49,8.33,1.56,14.67,Freshwater,Tilapia
29.85,8.58,2.29,15.51,Freshwater,Tilapia
32.65,6.6,5.91,19.93,Brackish,Catfish
28.33,7.31,1.58,11.48,Freshwater,Catfish
25.52,7.19,2.65,20.54,Freshwater,Tilapia
31.47,6.91,10.44,36.93,Brackish,Milkfish
27.67,6.8,5.92,34.45,Brackish,Catfish
28.92,7.45,0.0,15.17,Freshwater,Tilapia
28.75,7.65,25.98,45.59,High Salinity,Tiger Shrimp
28.52,7.89,21.66,42.62,High Salinity,Whiteleg Shrimp
28.78,8.08,5.11,35.65,Brackish,Catfish
29.21,8.01,1.94,8.99,Freshwater,Tilapia
28.45,7.51,14.77,36.8,Brackish,Tiger Shrimp
24.55,6.5,0.34,7.22,Freshwater,Tilapia
27.28,8.3,15.94,36.31,High Salinity,Tiger Shrimp
27.44,7.53,19.53,21.38,High Salinity,Milkfish
31.18,7.54,29.43,38.91,High Salinity,Tiger Shrimp
29.32,7.34,24.16,39.56,High Salinity,Milkfish
27.33,7.16,1.36,35.21,Freshwater,Catfish
28.6,7.86,3.07,35.22,Freshwater,Catfish
32.15,8.1,6.01,17.87,Brackish,Catfish
29.98,8.12,23.79,44.95,High Salinity,Milkfish
27.1,7.87,30.48,38.9,High Salinity,Milkfish
26.73,7.1,7.28,35.29,Brackish,Catfish
30.41,8.54,31.19,23.73,High Salinity,Tiger Shrimp
24.03,7.98,4.59,20.37,Freshwater,Tilapia
32.28,7.67,5.42,30.44,Brackish,Catfish
29.47,8.6,1.98,14.81,Freshwater,Tilapia
26.88,7.49,22.71,39.85,High Salinity,Milkfish
27.32,8.01,23.38,29.38,High Salinity,Whiteleg Shrimp
30.78,7.89,28.66,37.4,High Salinity,Milkfish
29.55,8.47,23.95,19.62,High Salinity,Whiteleg Shrimp
29.61,7.47,13.35,30.15,Brackish,Milkfish
25.4,7.19,3.15,29.29,Freshwater,Tilapia
28.46,8.35,23.51,26.08,High Salinity,Tiger Shrimp
27.43,6.28,1.22,31.66,Freshwater,Catfish
28.84,7.82,17.42,28.9,High Salinity,Tiger Shrimp
25.29,7.25,3.52,28.87,Freshwater,Tilapia
28.71,7.83,16.23,39.3,High Salinity,Tiger Shrimp
31.33,7.88,23.38,34.83,High Salinity,Whiteleg Shrimp
25.04,7.42,3.88,6.44,Freshwater,Tilapia
28.83,7.84,3.31,10.32,Freshwater,Tilapia
29.8,7.01,4.61,14.64,Freshwater,Tilapia
26.12,7.59,2.39,14.97,Freshwater,Tilapia
28.97,7.26,3.24,35.68,Freshwater,Catfish
25.02,8.22,1.94,13.8,Freshwater,Tilapia
24.28,8.14,5.37,25.05,Brackish,Tilapia
31.73,7.72,28.29,20.75,High Salinity,Tiger Shrimp
27.57,7.42,4.14,16.5,Freshwater,Tilapia
31.25,7.76,23.45,48.43,High Salinity,Whiteleg Shrimp
26.91,7.43,4.45,24.95,Freshwater,Tilapia
30.91,7.83,24.27,43.19,High Salinity,Tiger Shrimp
26.87,6.87,4.62,27.34,Freshwater,Catfish
31.62,8.06,0.54,26.78,Freshwater,Catfish
25.3,8.0,3.55,15.35,Freshwater,Tilapia
31.35,7.74,24.29,17.21,High Salinity,Whiteleg Shrimp
30.24,7.75,7.39,22.1,Brackish,Catfish
31.71,7.33,17.81,41.18,High Salinity,Whiteleg Shrimp
28.11,7.73,31.52,46.35,High Salinity,Tiger Shrimp
29.74,7.31,10.55,44.35,Brackish,Milkfish
28.2,6.55,3.3,29.42,Freshwater,Catfish
28.13,7.69,16.18,27.28,High Salinity,Tiger Shrimp
27.09,7.17,1.61,27.88,Freshwater,Tilapia
24.98,6.85,2.53,19.47,Freshwater,Catfish
31.37,8.12,15.15,42.51,High Salinity,Milkfish
30.11,7.87,21.59,50.92,High Salinity,Tiger Shrimp
28.38,8.7,2.47,30.75,Freshwater,Tilapia
29.71,7.43,18.63,49.62,High Salinity,Tiger Shrimp
30.67,7.02,7.69,21.33,Brackish,Catfish
31.9,7.72,9.23,45.9,Brackish,Milkfish
24.46,8.12,0.98,21.5,Freshwater,Tilapia
26.86,7.34,4.46,22.5,Freshwater,Tilapia
30.95,7.46,27.39,35.46,High Salinity,Milkfish
27.92,8.13,1.95,19.24,Freshwater,Tilapia
25.08,6.86,6.98,31.98,Brackish,Catfish
31.19,8.58,18.09,44.71,High Salinity,Whiteleg Shrimp
29.52,7.75,22.14,57.99,High Salinity,Tiger Shrimp
29.29,6.37,3.18,25.06,Freshwater,Tilapia
31.04,7.43,6.54,31.42,Brackish,Catfish
29.01,7.21,2.56,24.6,Freshwater,Tilapia
24.95,8.08,2.46,10.45,Freshwater,Tilapia
28.57,7.57,23.69,38.07,High Salinity,Tiger Shrimp
30.31,7.39,4.29,28.19,Freshwater,Catfish
31.49,8.53,18.36,37.75,High Salinity,Whiteleg Shrimp
28.99,8.05,0.14,15.25,Freshwater,Tilapia
26.87,6.85,16.6,24.75,High Salinity,Milkfish
30.06,7.34,21.95,30.43,High Salinity,Whiteleg Shrimp
30.22,7.75,17.18,49.13,High Salinity,Whiteleg Shrimp
29.67,7.76,1.42,23.52,Freshwater,Catfish
26.6,8.32,10.01,36.42,Brackish,Milkfish
25.07,7.32,3.78,40.62,Freshwater,Catfish
30.34,6.76,1.47,28.25,Freshwater,Catfish
25.39,7.29,0.76,19.82,Freshwater,Tilapia
25.11,7.16,6.47,32.6,Brackish,Catfish
25.14,7.79,4.16,35.09,Freshwater,Catfish
28.44,7.56,15.56,22.65,High Salinity,Milkfish
26.06,6.37,2.94,21.62,Freshwater,Tilapia
29.87,7.97,25.94,30.42,High Salinity,Milkfish
27.91,8.55,22.22,28.69,High Salinity,Tiger Shrimp
30.17,8.1,2.45,27.17,Freshwater,Tilapia
31.08,8.16,25.33,45.76,High Salinity,Whiteleg Shrimp
29.49,8.25,21.21,25.91,High Salinity,Milkfish
30.9,7.74,6.26,21.05,Brackish,Catfish
29.21,8.67,3.46,7.02,Freshwater,Tilapia
31.02,7.69,5.6,23.92,Brackish,Catfish
32.3,7.75,2.61,36.17,Freshwater,Catfish
30.49,7.78,23.95,46.83,High Salinity,Tiger Shrimp
25.45,6.95,31.03,43.07,High Salinity,Milkfish
29.04,8.21,18.46,30.43,High Salinity,Tiger Shrimp
30.47,8.11,21.78,33.78,High Salinity,Milkfish
29.04,6.78,1.29,18.52,Freshwater,Tilapia
27.16,7.02,4.77,11.68,Freshwater,Tilapia
32.24,8.12,19.7,22.78,High Salinity,Whiteleg Shrimp
28.15,8.46,4.18,24.56,Freshwater,Tilapia
28.92,7.45,29.76,27.58,High Salinity,Tiger Shrimp
28.68,8.08,18.02,43.87,High Salinity,Tiger Shrimp
31.9,7.98,20.42,34.43,High Salinity,Milkfish
26.14,7.18,1.55,31.76,Freshwater,Catfish
26.1,6.6,1.91,25.2,Freshwater,Tilapia
29.5,7.79,23.12,40.09,High Salinity,Whiteleg Shrimp
27.85,6.77,5.13,31.94,Brackish,Catfish
27.59,8.23,28.01,16.53,High Salinity,Milkfish
24.95,7.0,3.77,27.26,Freshwater,Tilapia
26.9,7.08,8.61,33.91,Brackish,Catfish
29.45,8.1,16.68,22.25,High Salinity,Milkfish
31.11,7.87,19.26,25.91,High Salinity,Whiteleg Shrimp
30.16,7.31,27.11,25.84,High Salinity,Milkfish
26.21,7.27,19.44,34.31,High Salinity,Milkfish
29.36,7.33,8.26,39.94,Brackish,Catfish
25.97,7.59,2.08,17.32,Freshwater,Tilapia
32.16,7.84,17.74,30.28,High Salinity,Whiteleg Shrimp
25.96,7.07,2.55,23.14,Freshwater,Tilapia
27.8,7.47,18.69,37.72,High Salinity,Whiteleg Shrimp
31.93,7.98,19.86,40.47,High Salinity,Whiteleg Shrimp
25.81,8.13,0.2,16.13,Freshwater,Tilapia
28.54,6.38,2.85,13.16,Freshwater,Tilapia
28.69,7.7,31.03,28.07,High Salinity,Milkfish
25.78,6.55,1.02,29.35,Freshwater,Tilapia
28.76,7.86,22.85,50.76,High Salinity,Whiteleg Shrimp
27.96,7.91,25.5,55.69,High Salinity,Tiger Shrimp
26.96,7.18,3.65,19.89,Freshwater,Catfish
25.88,7.27,1.47,35.84,Freshwater,Catfish
30.54,7.37,3.86,19.23,Freshwater,Catfish
28.73,7.12,4.93,37.54,Freshwater,Catfish
28.95,7.73,25.7,29.54,High Salinity,Milkfish
29.43,7.79,24.34,39.02,High Salinity,Whiteleg Shrimp
28.6,8.7,0.0,16.32,Freshwater,Tilapia
29.12,8.42,14.98,28.94,Brackish,Tiger Shrimp
29.94,8.09,27.33,15.41,High Salinity,Milkfish
27.67,7.8,18.07,48.18,High Salinity,Whiteleg Shrimp
27.72,6.77,0.89,28.46,Freshwater,Catfish
27.0,8.41,1.42,20.78,Freshwater,Tilapia
27.0,7.54,7.21,30.92,Brackish,Catfish
